age,gender,income_annual,occupation,education,category,state,is_farmer,has_disability,land_holding_acres,has_bpl_card,family_size,PM_KISAN,PMAY,Ayushman_Bharat,PM_Scholarship,Kisan_Credit_Card,PMEGP,Disability_Pension,Minority_Scholarship
74,Female,683524,Business,Graduate,OBC,Gujarat,0,0,0.64,0,9,0,0,0,0,0,0,0,0
37,Male,447740,Farmer,Illiterate,SC,Rajasthan,1,0,4.0,0,1,0,0,0,0,1,0,0,0
28,Female,826177,Farmer,Primary,OBC,Punjab,1,0,2.04,0,5,0,1,0,0,1,0,1,0
33,Female,45861,Unemployed,Secondary,General,West Bengal,0,0,0.69,1,8,0,1,1,0,0,1,0,0
68,Male,645995,Student,Secondary,OBC,West Bengal,0,0,0.4,0,7,0,0,0,0,0,0,0,1
48,Female,346405,Farmer,Graduate,General,Rajasthan,1,0,4.7,0,2,0,0,0,0,1,0,0,0
72,Male,809331,Farmer,Illiterate,OBC,Bihar,1,0,6.14,0,8,1,0,0,0,1,0,0,0
23,Male,688197,Farmer,Secondary,OBC,West Bengal,1,0,5.27,0,9,0,0,0,0,1,0,0,0
73,Male,366279,Farmer,Illiterate,OBC,Tamil Nadu,1,0,3.52,0,8,0,0,0,0,1,0,0,0
36,Female,608668,Farmer,Primary,General,Rajasthan,1,0,1.86,0,6,0,0,0,0,1,0,0,0
54,Male,902521,Salaried,Illiterate,OBC,Gujarat,0,0,0.98,0,9,0,0,0,0,1,0,0,0
75,Female,659313,Farmer,Graduate,General,West Bengal,1,0,2.41,0,8,0,0,0,0,1,0,0,0
21,Female,735191,Student,Secondary,ST,Andhra Pradesh,0,0,0.12,0,4,1,0,0,0,0,0,0,1
64,Male,250421,Business,Graduate,General,Bihar,0,0,0.51,0,6,0,0,0,0,0,0,0,0
78,Male,985759,Student,Illiterate,ST,Madhya Pradesh,1,0,7.34,0,5,0,0,0,0,1,0,0,1
21,Female,274497,Business,Primary,OBC,Haryana,1,0,6.62,0,9,0,0,0,0,1,1,0,0
37,Male,714880,Student,Primary,OBC,Maharashtra,0,0,0.38,0,4,0,0,0,0,0,0,0,1
27,Female,452757,Student,Primary,General,Gujarat,1,0,7.25,0,1,0,0,1,0,1,0,0,1
41,Male,974854,Salaried,Graduate,OBC,Madhya Pradesh,0,0,0.41,0,9,0,0,0,0,0,0,0,0
71,Male,74397,Farmer,Primary,OBC,West Bengal,1,0,0.95,1,9,0,1,1,0,1,0,0,0
52,Female,893517,Farmer,Primary,OBC,Tamil Nadu,1,0,9.12,0,7,0,0,0,0,1,0,0,0
43,Male,880297,Salaried,Illiterate,General,Punjab,0,0,0.93,0,5,0,0,0,0,0,0,0,0
54,Male,872388,Student,Illiterate,ST,Rajasthan,0,0,0.5,0,7,0,0,0,0,0,0,0,1
55,Male,450669,Salaried,Graduate,ST,Tamil Nadu,0,0,0.02,0,9,0,0,0,0,0,0,0,0
38,Male,485561,Business,Secondary,OBC,Gujarat,1,0,8.45,0,3,0,0,1,0,1,1,0,0
71,Female,917159,Student,Graduate,OBC,Madhya Pradesh,0,1,0.48,0,5,0,0,0,0,0,0,1,1
57,Female,436122,Salaried,Secondary,OBC,Uttar Pradesh,0,0,0.08,0,3,0,0,0,0,0,0,0,0
56,Male,307132,Student,Illiterate,OBC,Maharashtra,0,0,0.19,0,8,0,0,0,0,0,0,0,1
38,Female,188795,Unemployed,Illiterate,General,Karnataka,0,0,0.15,0,1,0,0,0,1,0,1,0,0
27,Female,588088,Business,Graduate,OBC,Haryana,0,0,0.69,0,4,0,0,0,0,0,1,0,0
55,Male,986611,Business,Graduate,SC,Haryana,0,0,0.3,0,7,0,0,0,0,0,0,0,0
63,Male,188502,Farmer,Primary,General,Gujarat,1,1,9.03,0,9,1,0,0,0,1,0,1,0
21,Female,455751,Salaried,Illiterate,OBC,West Bengal,0,0,0.92,0,2,0,0,0,0,0,0,0,0
77,Female,229548,Farmer,Illiterate,SC,Gujarat,1,0,1.16,0,9,0,0,1,0,1,0,0,0
74,Female,287653,Farmer,Primary,General,Andhra Pradesh,1,0,2.41,1,6,0,1,1,0,1,1,0,0
62,Female,903761,Unemployed,Illiterate,General,West Bengal,0,0,0.23,0,7,0,0,0,0,0,0,0,0
37,Male,606572,Farmer,Primary,SC,Tamil Nadu,1,0,2.76,0,4,0,0,0,0,1,0,0,0
34,Female,610520,Unemployed,Secondary,General,Madhya Pradesh,0,0,0.15,0,5,0,0,0,0,0,1,0,0
72,Female,74420,Farmer,Illiterate,General,Maharashtra,1,0,3.66,1,1,1,1,1,0,1,0,0,0
24,Female,854142,Business,Illiterate,OBC,Maharashtra,0,0,0.34,1,4,0,0,0,0,0,1,0,0
21,Male,495713,Farmer,Graduate,OBC,Tamil Nadu,1,0,1.37,0,8,0,0,0,0,1,0,0,0
46,Male,646323,Student,Secondary,SC,Madhya Pradesh,0,0,0.96,0,6,0,0,0,0,0,0,0,1
31,Male,463714,Farmer,Postgraduate,OBC,Punjab,1,0,7.08,0,7,0,0,0,0,1,0,0,0
20,Female,847715,Salaried,Primary,OBC,Uttar Pradesh,1,0,6.42,0,1,0,0,0,0,1,0,0,0
41,Male,227241,Farmer,Secondary,OBC,Bihar,1,0,6.26,0,7,0,0,0,0,1,0,0,1
54,Male,747817,Salaried,Primary,ST,Maharashtra,0,0,0.47,0,6,0,0,0,0,0,0,0,0
33,Male,279863,Farmer,Secondary,General,Gujarat,1,0,8.32,0,4,0,0,0,0,1,0,0,0
75,Male,55968,Farmer,Illiterate,General,Haryana,1,0,9.34,1,2,0,1,1,1,1,0,0,0
72,Female,92508,Farmer,Illiterate,ST,Gujarat,1,0,0.55,1,2,1,1,1,0,1,0,0,0
69,Female,790151,Student,Postgraduate,ST,Bihar,0,0,0.1,0,7,0,0,0,0,1,0,0,1
21,Female,748580,Business,Secondary,General,Bihar,0,1,0.22,0,3,0,0,0,1,0,1,1,0
73,Male,405579,Business,Postgraduate,General,West Bengal,0,0,0.96,0,2,0,0,0,0,0,0,0,0
79,Female,115366,Farmer,Primary,OBC,Maharashtra,1,0,9.16,0,3,0,0,0,0,1,0,0,0
41,Male,560026,Salaried,Primary,General,Madhya Pradesh,1,0,6.84,0,2,0,0,0,0,1,0,0,0
51,Male,33098,Salaried,Secondary,OBC,Bihar,0,0,0.42,1,3,0,1,1,0,0,0,0,0
47,Male,125424,Farmer,Graduate,General,Madhya Pradesh,1,0,4.45,0,5,1,0,0,0,1,0,0,0
35,Male,758993,Student,Secondary,General,Punjab,1,0,7.06,0,5,0,0,0,0,1,0,0,0
36,Male,632960,Student,Postgraduate,OBC,Rajasthan,0,1,0.21,0,7,0,0,0,0,0,0,0,1
48,Female,330388,Farmer,Illiterate,ST,Gujarat,1,0,8.89,1,3,0,0,0,0,1,0,0,0
77,Female,693613,Farmer,Graduate,OBC,Haryana,1,0,0.55,1,3,0,0,0,0,1,0,0,0
77,Female,870765,Farmer,Primary,OBC,Tamil Nadu,1,0,9.8,0,7,0,0,0,0,1,0,0,0
36,Male,155349,Salaried,Primary,ST,Uttar Pradesh,0,0,0.1,0,6,0,0,0,0,0,0,0,0
66,Male,605257,Farmer,Secondary,OBC,Andhra Pradesh,1,0,7.55,1,6,0,0,0,0,1,0,0,0
63,Male,645032,Farmer,Secondary,OBC,Karnataka,1,0,0.88,0,4,0,0,1,0,1,0,0,0
36,Other,231495,Farmer,Illiterate,OBC,Uttar Pradesh,1,0,4.6,0,4,0,0,0,0,1,0,0,0
39,Female,147286,Farmer,Primary,General,Rajasthan,1,0,6.49,0,2,0,0,0,0,1,0,0,0
41,Female,991915,Farmer,Secondary,OBC,Tamil Nadu,1,0,1.17,0,6,1,0,0,0,1,1,0,0
62,Male,105028,Business,Secondary,OBC,Rajasthan,0,0,0.24,1,3,0,1,0,0,0,0,0,0
29,Female,851853,Farmer,Primary,General,West Bengal,1,0,3.38,0,6,0,0,0,0,1,0,0,0
47,Male,948958,Salaried,Illiterate,General,Punjab,0,0,0.14,0,3,0,0,0,0,0,0,0,0
75,Female,965026,Student,Illiterate,OBC,Madhya Pradesh,1,0,5.29,0,3,0,0,0,1,1,0,0,1
55,Female,68575,Salaried,Postgraduate,OBC,Uttar Pradesh,0,1,0.58,1,1,0,1,1,0,0,0,1,0
70,Female,557480,Salaried,Postgraduate,General,Karnataka,1,0,1.67,0,5,0,0,0,0,1,0,0,0
48,Female,665404,Farmer,Secondary,General,Punjab,1,0,1.29,0,2,0,0,0,0,1,0,0,1
53,Male,478484,Business,Postgraduate,ST,Andhra Pradesh,0,0,0.42,0,2,0,0,0,0,0,0,0,0
36,Female,944306,Student,Secondary,OBC,Andhra Pradesh,0,0,0.29,0,9,0,0,1,0,0,0,0,0
65,Female,635599,Business,Illiterate,General,Uttar Pradesh,0,0,0.67,0,2,0,0,0,0,0,0,0,0
62,Male,957906,Student,Illiterate,OBC,Bihar,0,0,0.81,0,2,0,0,0,0,0,1,1,1
53,Male,635069,Unemployed,Postgraduate,General,Andhra Pradesh,0,0,0.04,0,6,0,0,0,0,0,0,0,0
47,Male,590815,Salaried,Secondary,SC,West Bengal,0,0,0.38,0,1,0,1,0,0,0,0,0,0
72,Male,606469,Unemployed,Graduate,SC,Madhya Pradesh,0,0,0.35,1,8,0,0,0,1,0,0,0,0
66,Male,645760,Student,Graduate,OBC,Andhra Pradesh,0,1,0.56,0,1,0,0,0,0,0,0,1,1
72,Female,974506,Student,Secondary,SC,Punjab,0,0,0.11,0,9,0,1,0,0,0,0,0,1
50,Male,635507,Salaried,Illiterate,General,Bihar,0,0,0.93,0,4,0,0,0,0,0,0,0,0
35,Male,959964,Business,Primary,SC,Haryana,0,0,0.55,0,3,0,0,0,0,0,1,0,0
69,Female,149783,Unemployed,Illiterate,General,Uttar Pradesh,0,0,0.92,0,7,0,0,0,0,0,0,0,0
66,Female,191554,Farmer,Primary,OBC,Punjab,1,0,6.19,0,8,0,0,0,0,1,0,0,0
76,Female,963951,Salaried,Secondary,ST,Gujarat,0,0,0.19,0,5,0,0,0,0,0,0,0,0
45,Male,209300,Farmer,Illiterate,OBC,Andhra Pradesh,1,0,8.02,0,3,0,0,0,0,1,0,0,1
76,Female,637553,Student,Primary,ST,Maharashtra,1,0,4.62,0,4,0,0,0,0,1,0,0,1
64,Female,80126,Farmer,Secondary,General,Karnataka,1,1,4.99,1,6,1,1,1,0,1,0,1,0
28,Male,836977,Farmer,Primary,OBC,Madhya Pradesh,1,0,9.97,0,5,0,0,0,0,1,0,0,0
74,Male,85114,Unemployed,Secondary,General,Madhya Pradesh,0,0,0.93,1,4,0,1,1,1,0,0,0,0
77,Female,385884,Farmer,Secondary,OBC,Uttar Pradesh,1,0,4.24,0,3,0,0,0,0,1,0,1,0
71,Female,236422,Salaried,Secondary,General,West Bengal,1,0,6.93,0,6,0,0,0,0,1,0,0,0
62,Female,743161,Salaried,Postgraduate,General,Madhya Pradesh,0,0,0.52,0,7,0,0,0,0,0,0,0,0
50,Female,830322,Farmer,Illiterate,General,Karnataka,1,1,1.7,0,2,0,0,0,0,1,0,1,0
34,Female,151284,Farmer,Illiterate,SC,Madhya Pradesh,1,1,7.48,0,6,0,0,0,0,1,0,1,0
23,Female,344626,Salaried,Graduate,General,Tamil Nadu,1,0,9.22,0,3,0,0,0,0,1,0,0,0
21,Male,224469,Farmer,Secondary,SC,Madhya Pradesh,1,0,4.52,0,8,0,0,0,0,0,0,0,0
37,Male,949244,Business,Graduate,General,Bihar,0,0,0.84,0,2,0,0,0,0,0,1,0,0
65,Male,977625,Unemployed,Primary,General,Uttar Pradesh,0,0,0.78,0,5,0,0,0,0,0,0,0,0
64,Female,172290,Farmer,Graduate,OBC,Madhya Pradesh,1,0,2.84,0,8,1,0,0,0,1,0,0,0
44,Female,363735,Farmer,Postgraduate,ST,Andhra Pradesh,1,0,4.15,0,9,0,0,0,0,1,0,0,0
32,Female,642529,Student,Secondary,General,Andhra Pradesh,0,0,0.39,0,7,0,0,0,0,0,0,0,0
23,Male,851154,Salaried,Illiterate,General,Madhya Pradesh,0,0,0.57,0,9,0,0,0,0,0,0,0,0
64,Female,865863,Farmer,Graduate,SC,Gujarat,1,0,1.4,0,9,0,0,0,0,1,0,0,0
31,Male,212615,Farmer,Graduate,OBC,Uttar Pradesh,1,0,3.63,0,8,0,0,0,0,1,0,0,0
77,Male,334144,Student,Graduate,SC,Madhya Pradesh,0,0,0.99,0,7,0,0,0,0,0,0,0,1
28,Female,888407,Unemployed,Illiterate,General,Maharashtra,1,0,5.07,0,6,0,0,0,0,1,1,0,0
56,Female,585209,Student,Graduate,OBC,Bihar,0,0,0.12,0,3,0,0,0,0,0,0,0,1
26,Other,915697,Student,Illiterate,General,Bihar,0,0,0.8,0,8,0,1,0,0,0,0,0,0
43,Male,380891,Unemployed,Primary,OBC,Bihar,0,0,0.16,0,3,0,0,1,1,0,1,0,0
33,Male,191686,Salaried,Secondary,SC,Bihar,0,0,0.53,0,9,0,0,0,0,0,0,0,0
22,Male,746549,Salaried,Primary,SC,Karnataka,0,0,0.61,0,9,0,0,0,0,0,0,0,0
74,Male,571889,Salaried,Secondary,OBC,Maharashtra,0,0,0.89,0,9,0,0,0,0,0,0,0,0
69,Female,647620,Unemployed,Secondary,ST,Gujarat,0,0,0.21,0,4,0,0,0,0,0,0,1,0
78,Female,415398,Salaried,Illiterate,General,Gujarat,0,0,0.88,0,9,0,0,0,0,0,0,0,0
27,Female,756903,Business,Secondary,General,Maharashtra,0,0,0.93,0,2,0,0,0,0,1,1,0,0
67,Male,968018,Salaried,Postgraduate,OBC,Maharashtra,0,0,0.09,0,1,0,0,0,0,0,0,0,0
20,Female,490828,Salaried,Primary,OBC,Bihar,0,0,0.89,0,8,0,1,0,0,0,0,1,0
30,Male,411148,Farmer,Secondary,General,Karnataka,1,0,0.99,0,6,0,0,0,1,1,0,0,0
60,Female,789860,Farmer,Primary,OBC,Gujarat,1,0,1.71,1,9,0,0,0,1,1,0,0,0
66,Male,963796,Salaried,Secondary,OBC,Rajasthan,0,0,0.96,0,9,0,0,0,0,0,0,0,0
47,Male,979014,Farmer,Primary,SC,Madhya Pradesh,1,0,0.94,1,3,0,0,0,0,1,0,0,0
79,Female,320144,Salaried,Primary,SC,Andhra Pradesh,0,0,0.62,0,2,0,0,0,0,0,0,0,0
71,Female,160439,Farmer,Illiterate,OBC,Bihar,1,0,3.67,1,7,1,1,1,0,1,0,0,0
62,Male,269691,Business,Postgraduate,General,Punjab,0,0,0.21,0,5,0,0,0,0,0,0,0,0
23,Male,149277,Farmer,Secondary,OBC,Punjab,1,0,1.48,0,6,1,0,0,0,1,0,0,0
34,Female,322527,Business,Secondary,SC,Gujarat,0,0,0.05,0,5,0,0,1,0,0,1,0,0
76,Male,172857,Salaried,Primary,General,Gujarat,0,0,0.2,0,4,0,0,0,0,0,0,0,0
62,Male,595198,Farmer,Secondary,OBC,Gujarat,1,0,6.38,0,1,0,0,0,0,1,0,0,0
68,Male,724388,Student,Primary,ST,Tamil Nadu,0,0,0.95,0,4,0,0,0,0,0,0,0,1
70,Male,710215,Farmer,Primary,General,Andhra Pradesh,1,0,8.35,0,3,0,0,1,0,1,0,0,0
36,Female,840713,Farmer,Secondary,General,Punjab,1,0,1.08,0,3,0,0,0,0,1,0,0,0
59,Female,405982,Student,Primary,General,Karnataka,0,0,0.42,0,5,0,0,0,0,1,0,0,0
52,Female,559129,Farmer,Primary,OBC,Gujarat,1,0,0.95,0,1,0,0,0,0,0,0,0,0
63,Other,127204,Unemployed,Secondary,ST,Uttar Pradesh,0,0,0.07,0,6,1,0,1,0,0,0,0,0
43,Male,90155,Farmer,Graduate,OBC,Rajasthan,1,0,4.91,0,2,1,0,0,0,1,0,0,0
68,Male,974422,Salaried,Primary,OBC,Gujarat,0,0,0.9,1,1,0,0,0,0,0,0,0,0
22,Male,348457,Student,Illiterate,OBC,Tamil Nadu,0,0,0.42,0,8,0,0,1,1,0,0,0,1
46,Male,547953,Salaried,Primary,OBC,Punjab,0,0,0.08,1,3,0,0,0,0,0,0,0,0
54,Male,813877,Student,Postgraduate,OBC,Uttar Pradesh,0,1,0.14,1,6,0,0,0,1,0,1,1,1
37,Female,815428,Salaried,Graduate,General,Gujarat,0,0,0.88,0,2,0,0,0,0,0,0,0,0
66,Female,928120,Salaried,Secondary,OBC,Andhra Pradesh,0,0,0.49,0,5,0,0,0,0,0,0,0,0
38,Male,548985,Salaried,Postgraduate,OBC,Punjab,0,0,0.16,0,9,0,0,0,0,0,0,0,0
27,Female,178515,Farmer,Secondary,General,Andhra Pradesh,1,0,0.86,1,7,1,1,1,0,1,0,0,0
22,Female,455466,Salaried,Postgraduate,OBC,Andhra Pradesh,0,0,0.85,0,4,0,0,0,0,0,0,1,0
53,Female,162994,Farmer,Primary,ST,West Bengal,1,0,7.97,1,3,0,1,1,1,0,0,0,0
23,Female,848408,Farmer,Primary,OBC,Karnataka,1,0,5.01,0,9,0,0,0,0,1,0,0,0
43,Female,697351,Student,Secondary,ST,Tamil Nadu,0,0,0.24,0,4,0,0,0,0,0,0,0,1
21,Female,134405,Student,Primary,General,Madhya Pradesh,0,0,0.53,0,5,1,0,0,1,0,0,0,0
79,Female,608032,Student,Secondary,SC,Tamil Nadu,0,0,0.28,0,6,0,0,0,0,0,0,0,1
56,Female,970237,Salaried,Primary,General,Tamil Nadu,0,0,0.32,1,5,0,0,0,0,0,0,0,0
56,Male,556761,Farmer,Secondary,General,Punjab,1,1,2.82,0,9,0,0,0,0,1,0,1,0
67,Male,693468,Farmer,Primary,OBC,West Bengal,1,1,0.78,0,1,0,0,0,0,1,0,1,0
52,Female,583003,Farmer,Illiterate,OBC,Uttar Pradesh,1,0,9.84,0,6,0,0,0,0,1,0,0,0
18,Male,274826,Salaried,Postgraduate,SC,Karnataka,0,1,0.11,1,4,0,1,1,0,0,0,0,0
41,Male,283856,Salaried,Graduate,OBC,Haryana,0,0,0.97,0,4,0,0,0,0,0,0,0,0
74,Female,793707,Farmer,Postgraduate,OBC,Madhya Pradesh,1,0,3.11,0,3,0,0,0,0,1,0,0,0
53,Male,549637,Salaried,Graduate,ST,Punjab,0,0,0.63,0,5,0,0,0,0,0,1,0,0
23,Female,806796,Student,Secondary,OBC,Karnataka,0,0,0.08,0,8,0,0,0,0,0,0,0,1
58,Female,455426,Student,Secondary,General,Uttar Pradesh,0,0,0.69,0,4,0,0,0,0,0,0,0,0
71,Female,853749,Student,Illiterate,General,West Bengal,0,0,0.09,0,7,0,0,0,0,0,0,0,0
63,Male,357660,Salaried,Primary,OBC,Madhya Pradesh,0,0,0.23,0,8,0,0,0,0,1,0,0,0
77,Male,718722,Salaried,Primary,SC,Rajasthan,1,0,7.13,0,5,1,0,0,0,1,0,1,0
61,Female,84604,Farmer,Graduate,General,Andhra Pradesh,1,0,7.22,0,1,0,0,0,0,1,0,0,0
77,Female,538410,Farmer,Primary,General,Gujarat,1,0,4.81,0,8,0,0,0,0,1,0,0,1
74,Other,34889,Farmer,Postgraduate,General,Madhya Pradesh,1,0,8.21,0,3,0,0,0,0,1,0,0,0
48,Male,774917,Salaried,Secondary,OBC,Gujarat,0,0,0.2,0,4,0,0,0,0,1,0,0,0
37,Male,890180,Business,Graduate,General,Tamil Nadu,0,0,0.73,0,7,1,0,0,0,0,1,0,0
41,Female,848403,Student,Illiterate,General,Maharashtra,0,0,0.04,0,9,0,0,0,0,0,0,0,0
42,Male,604839,Farmer,Primary,OBC,Punjab,1,0,8.86,0,4,0,0,0,0,1,0,0,0
53,Female,688561,Salaried,Postgraduate,SC,Maharashtra,0,1,0.21,0,4,0,0,0,0,0,0,1,0
38,Male,267230,Business,Primary,OBC,Gujarat,0,0,0.02,0,6,0,0,0,1,0,1,0,0
47,Male,266139,Business,Primary,OBC,Uttar Pradesh,1,0,3.78,0,9,0,1,0,0,1,0,0,0
41,Male,663245,Salaried,Primary,General,Karnataka,0,1,0.28,0,4,0,0,0,0,0,0,0,0
61,Male,119882,Business,Illiterate,ST,West Bengal,0,0,0.09,0,8,0,1,0,0,0,0,0,0
59,Female,330102,Farmer,Primary,OBC,Gujarat,1,0,1.54,0,3,0,0,0,0,1,0,0,0
47,Female,764611,Farmer,Secondary,ST,Rajasthan,1,0,7.94,0,2,0,0,0,0,1,0,0,0
39,Male,297825,Farmer,Secondary,ST,Tamil Nadu,1,0,4.68,0,4,0,0,0,0,1,0,0,0
45,Female,131982,Salaried,Secondary,SC,West Bengal,0,0,0.82,0,4,0,0,0,0,0,0,0,0
24,Male,76870,Farmer,Illiterate,General,West Bengal,1,0,4.44,1,7,1,0,0,1,1,0,0,0
52,Female,944828,Student,Graduate,OBC,Madhya Pradesh,0,0,0.03,0,7,0,0,0,0,0,0,0,1
72,Male,243328,Student,Graduate,General,Maharashtra,0,0,0.05,0,9,0,0,0,1,0,0,0,0
45,Female,883635,Farmer,Illiterate,SC,Uttar Pradesh,1,0,1.94,0,2,0,0,0,0,1,0,0,0
31,Female,189224,Business,Primary,SC,Karnataka,0,0,0.67,0,4,0,0,0,0,0,1,0,1
73,Female,604349,Farmer,Illiterate,ST,Punjab,1,0,8.78,0,3,0,0,0,0,1,0,0,0
27,Female,218691,Student,Graduate,OBC,Madhya Pradesh,1,0,1.77,0,3,0,0,0,0,1,0,0,1
33,Female,612523,Salaried,Graduate,OBC,Uttar Pradesh,0,0,0.17,0,7,0,0,0,0,0,0,0,0
33,Female,854322,Farmer,Postgraduate,OBC,Haryana,1,0,4.1,0,6,1,0,0,0,1,0,0,0
71,Female,644361,Salaried,Primary,OBC,Madhya Pradesh,0,0,0.33,1,3,0,0,0,0,0,0,1,0
48,Female,877833,Business,Secondary,OBC,Karnataka,0,0,0.99,0,8,0,0,0,0,0,0,0,0
59,Female,565505,Unemployed,Primary,OBC,Rajasthan,0,0,0.38,0,8,0,0,0,0,0,0,0,0
42,Male,340495,Business,Primary,ST,Bihar,0,0,0.26,0,7,0,0,0,0,0,1,0,0
30,Female,850173,Farmer,Secondary,OBC,Madhya Pradesh,1,0,1.69,0,9,0,0,0,0,1,0,0,0
23,Male,443870,Salaried,Illiterate,SC,West Bengal,0,1,0.57,0,3,0,0,0,0,0,0,1,1
61,Female,222386,Farmer,Graduate,SC,Uttar Pradesh,1,0,9.12,0,5,0,0,0,0,1,0,0,0
26,Male,293552,Farmer,Secondary,OBC,Maharashtra,1,0,9.96,0,6,0,0,0,0,1,0,0,0
62,Female,551817,Farmer,Graduate,OBC,Punjab,1,0,9.47,0,9,0,0,0,0,0,0,0,0
53,Male,597191,Farmer,Primary,OBC,Madhya Pradesh,1,0,9.86,1,4,0,0,0,0,1,0,0,0
73,Male,769568,Business,Postgraduate,OBC,West Bengal,0,0,0.44,0,5,0,0,0,0,0,0,0,0
60,Male,137042,Farmer,Postgraduate,General,Karnataka,1,0,7.43,0,9,0,0,0,0,1,0,0,0
37,Female,798013,Salaried,Postgraduate,OBC,Punjab,0,0,0.65,1,4,0,0,0,0,0,0,0,0
35,Male,686578,Student,Graduate,ST,Karnataka,0,0,0.95,0,2,0,0,0,0,0,0,0,1
75,Male,211644,Student,Graduate,General,Andhra Pradesh,0,0,0.62,0,9,0,0,0,1,0,0,1,0
60,Female,524897,Unemployed,Secondary,OBC,Tamil Nadu,0,0,0.95,0,3,0,0,0,0,0,0,0,0
74,Female,414333,Farmer,Primary,SC,Punjab,1,0,5.0,0,6,0,0,0,0,1,0,0,0
38,Male,663556,Salaried,Secondary,OBC,Punjab,0,0,0.92,0,9,0,0,0,0,0,0,0,1
21,Male,584393,Student,Graduate,OBC,Haryana,1,0,3.24,0,3,0,0,0,0,1,0,0,1
67,Male,99634,Farmer,Postgraduate,SC,Maharashtra,1,0,9.82,0,8,0,0,0,0,1,0,1,0
50,Female,409570,Student,Secondary,OBC,West Bengal,0,0,0.49,0,9,1,0,0,0,0,0,0,1
44,Male,168691,Business,Primary,General,Andhra Pradesh,0,0,0.65,0,3,0,1,0,0,0,1,0,0
24,Male,435155,Farmer,Secondary,ST,Karnataka,1,0,3.12,0,3,0,0,0,0,1,0,0,0
23,Male,48226,Farmer,Postgraduate,OBC,Gujarat,1,0,1.53,1,4,1,1,1,0,1,0,0,0
32,Male,55322,Farmer,Primary,OBC,Andhra Pradesh,1,0,9.89,1,1,1,1,1,0,1,0,0,0
35,Female,933936,Salaried,Primary,OBC,Haryana,0,0,0.8,0,2,0,0,0,0,0,0,0,0
49,Male,874647,Salaried,Secondary,General,Rajasthan,1,0,5.74,0,1,0,0,0,0,1,0,0,0
73,Male,964382,Salaried,Primary,ST,West Bengal,0,0,0.08,0,3,0,0,0,0,0,0,0,0
28,Male,954064,Student,Illiterate,SC,Bihar,0,0,0.5,0,6,0,0,0,0,0,0,0,1
37,Male,985782,Business,Primary,General,Uttar Pradesh,0,0,0.77,1,8,0,1,0,0,0,1,0,0
41,Male,721572,Salaried,Graduate,ST,Gujarat,0,0,0.12,0,5,0,1,0,0,0,0,0,1
32,Female,124835,Business,Illiterate,SC,Uttar Pradesh,1,0,5.5,0,8,0,0,0,0,1,1,0,0
65,Female,285027,Business,Secondary,OBC,Gujarat,1,0,1.38,0,6,0,0,0,1,1,0,0,0
24,Female,103079,Salaried,Graduate,OBC,Andhra Pradesh,0,0,0.73,1,1,0,1,1,0,0,0,0,0
38,Female,53946,Student,Postgraduate,General,Bihar,0,0,0.44,1,3,0,1,1,1,0,0,0,0
59,Female,717100,Business,Postgraduate,OBC,Uttar Pradesh,0,0,0.69,0,2,0,0,0,0,0,0,0,0
43,Male,927165,Unemployed,Secondary,General,Karnataka,0,0,0.16,1,6,0,0,0,0,0,1,0,0
61,Female,37253,Farmer,Postgraduate,OBC,Rajasthan,1,0,8.88,0,8,0,0,0,0,1,0,0,0
73,Female,109311,Farmer,Illiterate,OBC,Haryana,1,1,7.83,1,6,0,1,1,0,1,0,1,0
31,Female,849245,Unemployed,Graduate,SC,Rajasthan,0,0,0.33,0,4,0,0,0,0,0,1,0,0
74,Female,975136,Farmer,Secondary,SC,West Bengal,1,0,5.37,0,4,0,0,0,0,1,0,0,0
54,Male,340509,Business,Primary,General,Karnataka,0,1,0.05,0,9,0,0,0,0,0,0,1,0
75,Female,621881,Student,Secondary,SC,Haryana,0,0,0.5,0,1,1,0,1,0,1,0,0,1
38,Female,980935,Farmer,Illiterate,OBC,Tamil Nadu,1,0,3.28,0,2,0,0,0,0,1,0,0,0
35,Other,984940,Farmer,Graduate,OBC,Andhra Pradesh,1,0,9.37,0,4,0,0,0,0,1,1,0,0
22,Male,179485,Farmer,Primary,General,Karnataka,1,0,9.12,1,3,0,1,1,0,1,0,0,0
20,Male,256833,Farmer,Secondary,SC,Rajasthan,1,0,1.98,0,9,0,0,0,0,1,0,0,0
40,Male,592773,Student,Primary,ST,Uttar Pradesh,0,0,0.27,0,5,0,0,0,0,0,0,0,1
43,Female,229304,Salaried,Primary,SC,Andhra Pradesh,1,0,7.18,0,8,1,0,0,0,1,0,0,0
54,Male,927936,Unemployed,Postgraduate,ST,Madhya Pradesh,0,0,0.89,0,4,0,0,0,0,0,0,0,0
41,Male,832533,Student,Graduate,OBC,West Bengal,0,0,0.66,0,4,0,0,0,0,0,0,1,1
66,Other,563119,Student,Postgraduate,SC,Uttar Pradesh,0,0,0.86,0,3,0,0,0,0,0,0,0,1
36,Male,507799,Student,Primary,OBC,Rajasthan,0,0,0.06,0,9,0,0,0,0,0,0,0,1
68,Female,344041,Student,Primary,General,Gujarat,0,0,0.64,0,2,0,0,0,0,1,0,0,0
42,Male,35004,Student,Secondary,OBC,Karnataka,1,0,0.94,1,3,1,1,1,1,1,0,0,1
38,Female,338068,Farmer,Secondary,OBC,Andhra Pradesh,1,0,1.66,0,3,0,0,0,0,1,0,0,1
